,Date,Open,High,Low,Close,Volume,spill,BP,gas,British Petroleum,oil,petroleum
735,2019-11-27,448.0612840194864,449.3260950839861,442.0985717773437,442.09857177734375,31277068,78,89,89,50,92,68
736,2019-11-28,440.02066644808815,442.09859605534615,438.46043403237934,439.1624145507813,22037549,77,91,87,17,82,65
737,2019-11-29,438.1685643659684,440.3820042245952,433.8320617675781,433.8320617675781,37574252,78,92,87,50,85,55
738,2019-12-02,435.9099410591066,441.4209323566064,434.55478062058086,435.23236083984375,33821357,69,89,100,45,87,96
739,2019-12-03,433.65135154472,434.4608305385397,423.53280898035234,424.662109375,60453556,73,89,96,75,89,90
740,2019-12-04,424.6620915704353,428.5017127512559,423.5779797795127,426.7400207519531,24945122,85,86,93,45,89,100
741,2019-12-05,427.6434770838922,428.3210573177093,419.9642344339657,420.41595458984375,27847425,86,86,93,31,91,100
742,2019-12-06,420.1449517297155,428.4782851910258,419.69323152462135,427.4176635742188,38883270,90,87,88,48,92,76
743,2019-12-09,425.97210641552346,428.7727768923326,423.0124350759569,425.7462463378906,32876479,78,92,91,31,89,80
744,2019-12-10,425.7010862381268,425.7010862381268,418.9252838950166,423.9845275878906,31212863,84,92,90,47,85,81
745,2019-12-11,424.0748594509075,427.146550870877,418.3380081921181,418.5187072753906,34609234,91,88,91,61,85,93
746,2019-12-12,418.3380636112914,426.5593767147435,417.7056718776799,424.0297546386719,33685733,100,85,91,46,87,93
747,2019-12-13,418.1121415071662,427.3272431920627,4.233520943284963,417.79595947265625,54113303,79,90,88,0,90,83
748,2019-12-16,417.3894469432341,425.61075974567234,417.3352427272181,422.8100891113281,60110002,79,88,95,45,88,68
749,2019-12-17,423.2617536967312,433.2447573500491,422.8850261736595,432.61236572265625,61826795,100,88,91,46,90,81
750,2019-12-18,429.4051597306782,436.36166100693873,428.8179290550792,433.0189208984375,45668102,83,86,84,30,85,80
751,2019-12-19,435.4582729454615,437.76203493790587,432.7479517445561,436.9489440917969,118973073,75,86,88,63,86,75
752,2019-12-20,436.2713234328106,440.110944778896,434.825813411887,438.2137145996094,88659433,87,94,87,33,87,71
753,2019-12-23,438.8009810698652,442.8212740120088,436.6327022125171,441.8274841308594,44590108,66,96,86,33,94,69
754,2019-12-24,442.8212920034952,444.1132051160734,440.6078796386719,440.6078796386719,6020955,77,99,84,0,90,73
755,2019-12-27,444.040934353062,445.8929760519475,437.219970703125,437.219970703125,24712316,57,87,90,100,94,75
756,2019-12-30,435.096874187425,437.4187224831786,432.2962036132813,432.2962036132813,35078105,75,92,90,0,96,79
757,2019-12-31,429.2245106696333,431.9077295798994,426.0624694824218,426.0624694824219,17969411,53,93,90,18,92,71
758,2020-01-02,429.22449919432296,437.0573112861509,429.22449919432296,434.4192810058594,25049010,70,92,96,24,91,79
759,2020-01-03,439.25271131981833,447.1578144204983,438.2896352999737,446.3446960449219,42354025,60,96,99,23,95,84
760,2020-01-06,451.7201749400016,459.33617047249527,446.38988238987184,455.4242858886719,47220192,56,88,98,46,96,82
761,2020-01-07,456.2373887084224,456.6891088952625,450.5005368213917,450.6360473632813,46243068,74,94,100,68,97,100
762,2020-01-08,453.0752763035537,453.45382349545264,444.8539646789987,446.5704956054688,37974090,61,93,100,68,100,94
763,2020-01-09,445.6670811168402,449.05498218220487,442.4698046280213,444.5377807617188,34183235,84,92,94,45,95,90
764,2020-01-10,449.91329396848187,451.2684544924833,446.1188334729532,447.4288330078125,37061310,76,94,93,68,88,73
765,2020-01-13,448.2870984340189,451.2684404658292,445.6219384579985,449.1001892089844,36032723,71,91,98,83,88,96
766,2020-01-14,447.9257332107358,450.0533452493445,445.62197125033634,448.0160827636719,35181698,68,86,99,59,88,95
767,2020-01-15,448.87433803767874,451.45455239749697,446.5253876416384,447.3836669921875,43772276,65,86,98,22,89,78
768,2020-01-16,448.55812104404754,453.61739237461785,447.3655731988996,449.77777099609375,35327489,74,92,95,67,88,89
769,2020-01-17,449.2357338005236,451.6298453191844,446.6862331816248,448.4678039550781,39732046,71,92,96,0,88,76
770,2020-01-20,451.3588313338023,451.81055153578353,444.583028304084,445.8478393554688,45101558,68,98,99,67,93,75
771,2020-01-21,444.4926240940805,444.6733231809792,439.97542262970967,443.001953125,38216582,74,96,100,89,89,90
772,2020-01-22,443.589212058362,444.2216313319837,433.8320673021035,434.1030883789063,33169974,64,97,96,22,87,90
773,2020-01-23,433.6513588028577,436.4971903308393,429.8117373967908,435.59375,37661510,81,100,98,44,86,92
774,2020-01-24,439.975505453267,442.3244561710819,436.8586248277875,439.1624145507813,31085412,100,87,95,45,87,70
775,2020-01-27,434.4644775349053,436.0906867775142,428.863163665864,430.8959045410156,39427588,75,95,94,21,84,89
776,2020-01-28,433.0189210952612,436.2261506755912,431.3023900539572,435.23236083984375,26093707,82,94,95,87,81,97
777,2020-01-29,435.6840907469796,437.730396288987,431.66377032762574,431.7541198730469,34009086,71,94,96,66,83,82
778,2020-01-30,426.4238616489436,427.462812577358,419.19272679370704,421.99700927734375,35934538,75,93,97,45,86,96
779,2020-01-31,425.1590109525319,425.7462416337268,410.11673546255264,412.6011962890625,43566411,76,96,93,68,85,79
780,2020-02-03,414.67912044931154,415.89877043538354,408.9874572753907,408.9874572753906,44600994,93,97,97,37,88,78
781,2020-02-04,423.7135415082434,428.5017645310776,419.3770386789148,426.0173034667969,65869448,96,98,98,20,92,85
782,2020-02-05,422.4486961190957,438.349251151322,421.09353564880615,437.5361328125,65155193,89,96,95,72,92,79
783,2020-02-06,441.33059968647206,442.64059918878894,429.1341552734375,429.1341552734375,38847936,88,97,95,62,89,83
784,2020-02-07,428.23073535675695,428.23073535675695,420.867701855819,424.6169738769531,49500009,77,99,95,21,88,75
785,2020-02-10,423.7586964425634,425.15904556490335,419.15117259131097,419.7384033203125,41008815,81,98,99,30,92,80
786,2020-02-11,424.12005667474494,430.3537891837171,423.532798427512,424.3459167480469,28570777,79,95,97,49,89,84
787,2020-02-12,426.9659159266171,431.8896493031904,420.9535214860833,428.7727966308594,41400821,96,96,100,100,92,100
788,2020-02-13,428.5942828923352,432.0414218968312,419.49384153104353,422.8031005859375,36758980,83,98,97,30,93,84
789,2020-02-14,425.2390429398174,429.6054187014125,419.9534301757813,419.9534301757813,26586551,80,93,92,63,86,66
790,2020-02-17,424.18194792293207,426.8936803885665,421.7919259824711,423.7682800292969,19270109,79,92,97,40,92,73
791,2020-02-18,421.7459613390389,424.2279126777024,413.6566862512808,420.5509643554688,40009436,100,93,94,39,90,87
792,2020-02-19,425.6067101746584,426.93961498059286,420.9645747729573,425.4228515625,35014591,85,100,98,40,90,80
793,2020-02-20,429.2836877199547,431.6452078453469,424.8713612514828,428.5483093261719,31502740,91,92,95,40,90,76
794,2020-02-21,422.66518394937634,425.23906451855504,415.633026134433,416.9199523925781,47553079,97,91,95,31,92,72
795,2020-02-24,407.26794778341423,409.9337575660091,400.1935145364308,402.8556213378906,45302395,88,96,96,40,95,85
796,2020-02-25,405.7512285253719,424.04404022178426,392.2844113446228,394.0769348144531,37704379,89,92,95,30,95,84
797,2020-02-26,391.1812859376404,395.54766159620993,387.6422460040562,393.8011169433594,33684707,81,95,97,10,93,89
798,2020-02-27,384.5628332766363,393.801154595325,373.7158190349363,380.7020263671875,55665519,93,92,100,48,93,84
799,2020-02-28,366.4078730677609,369.85501181077257,354.13605353206214,364.1557312011719,98822262,76,99,96,81,96,79
800,2020-03-02,381.16162462174935,381.48336318923344,364.2017184394063,378.0362243652344,106087217,91,93,92,35,55,64
801,2020-03-03,385.1603379313297,391.68692683382267,376.8145752500809,381.43743896484375,59586142,88,83,88,58,55,72
802,2020-03-04,384.56282535468927,391.5490325430254,380.9033260525035,388.5155334472656,70620620,83,86,88,57,54,66
803,2020-03-05,389.204983819223,391.5343274964186,381.48339776421216,383.0461120605469,51140821,82,87,88,24,55,68
804,2020-03-06,379.0014008345547,382.5864475480677,363.0526614549709,363.282470703125,77589311,90,89,87,36,58,65
805,2020-03-09,259.2707541053932,314.88458605808273,259.2707541053932,292.5011901855469,191281040,87,100,100,92,100,91
806,2020-03-10,306.8872703902388,319.407273528852,293.22739432415244,302.3370361328125,130002839,94,93,91,81,75,100
807,2020-03-11,309.1393937904637,312.42567730693986,290.38696448508216,291.5360107421875,88601053,65,94,92,46,64,79
808,2020-03-12,280.3672865434126,282.1598099244352,252.79017639160156,252.7901763916016,105806073,97,93,90,34,62,83
809,2020-03-13,263.4992927198026,279.25410335417126,248.42381082778743,253.9851837158203,110398693,100,93,90,59,59,71
810,2020-03-16,245.57418234945823,245.80399162136544,229.44158268272847,238.40414428710935,107047231,70,90,90,45,60,79
811,2020-03-17,245.62012647217475,246.2176248844762,213.3089389729506,238.67987060546875,116194090,76,91,87,80,56,70
812,2020-03-18,230.45272892606525,231.6477399134473,214.10409439162072,214.82569885253903,91609058,85,90,94,23,66,81
813,2020-03-19,208.57488141417204,229.62541831336503,204.89793320747745,221.3063201904297,98803395,85,98,96,57,66,66
814,2020-03-20,234.7271871612526,244.5630067994322,221.26035591508492,231.37196350097656,153885720,82,89,94,23,60,60
815,2020-03-23,220.0653301855448,240.01278412506144,214.36606364273004,236.1519775390625,134318776,82,86,90,43,57,63
816,2020-03-24,247.27481002844627,287.1237487792969,244.9307663589994,287.1237487792969,126295787,82,84,89,100,53,62
817,2020-03-25,298.75203649089565,321.04353459829326,289.55966613732966,311.9890441894531,178690767,81,86,90,68,53,77
818,2020-03-26,299.3036007805056,318.92931817510674,294.2937474411799,309.78289794921875,95566207,97,83,95,69,55,69
819,2020-03-27,292.6850560199464,309.78286987904056,272.5997219023748,280.826904296875,123141219,75,81,94,11,56,62
820,2020-03-30,271.2208834974457,309.7828894091463,270.57743438678614,297.4651184082031,104068283,71,83,95,43,62,67
821,2020-03-31,300.498551232533,316.4013671875,271.8183754258272,316.4013671875,100648303,76,82,96,0,59,64
822,2020-04-01,300.5904906973975,315.94175939453527,297.6029705299157,306.7493896484375,98816506,32,89,91,18,36,88
823,2020-04-02,314.05732403185766,340.7611764441925,310.79404381373087,324.8124084472656,116974900,32,90,89,74,40,88
824,2020-04-03,317.0908408650256,322.1466447874529,306.3817064779364,310.05865478515625,67864089,31,90,87,47,40,65
825,2020-04-06,313.59771418980995,318.41453541073685,302.15322974200376,308.72576904296875,53379724,37,94,86,64,39,62
826,2020-04-07,318.9752612519474,324.8583728517802,307.20903805228187,313.4598388671875,73849489,32,93,87,47,37,63
827,2020-04-08,303.8078385901798,310.4263564311513,299.48741332553345,308.2661437988281,52426608,36,88,88,57,38,57
828,2020-04-09,315.4821775756327,318.92931663107936,301.92343062420923,308.63385009765625,69119866,34,95,87,19,42,68
829,2020-04-14,312.54056504563613,313.1380634564698,292.6390905584544,295.1669921875,48510435,37,90,84,74,38,65
830,2020-04-15,297.327274694662,297.327274694662,274.21396378153577,275.4953918457031,60341731,26,87,86,47,40,67
831,2020-04-16,278.9884221884892,281.1945853200944,263.30164095036514,268.3712463378906,58831991,31,88,85,37,38,62
832,2020-04-17,273.0134018972675,281.3977649901562,266.43351279062387,279.0343933105469,59875765,34,90,87,19,42,74
833,2020-04-20,277.747465513816,283.3088664273049,267.05583657742585,277.8853454589844,52881997,34,100,98,100,100,91
834,2020-04-21,266.67067294460924,274.3435306616664,261.0633213473456,269.4743347167969,70002282,40,99,100,91,86,98
835,2020-04-22,267.7737224884001,287.9969361568183,264.32658379491977,285.65289306640625,99410955,37,96,89,47,56,88
836,2020-04-23,289.2379161452749,294.1521647726625,285.69884808829664,291.9496765136719,53804834,30,88,84,27,45,100
837,2020-04-24,288.1348802531822,292.6391364331829,281.1946233155563,283.67657470703125,43291171,31,88,84,47,43,83
838,2020-04-27,289.55967897062845,293.19067664236826,278.34497542108653,288.64044189453125,53181566,99,92,84,66,44,75
839,2020-04-28,294.15586968795424,298.476295245152,280.4592426161868,296.0862731933594,52945033,37,91,85,55,42,69
840,2020-04-29,297.8327702603776,310.01265978491466,296.0862256749833,306.5655212402344,52522424,31,92,82,46,41,73
841,2020-04-30,307.2090492390788,315.4766566981604,287.07773435932666,287.8131408691406,87428249,100,92,86,88,41,92
842,2020-05-01,282.2517473510561,282.52753531964663,273.93266261038684,274.7140197753906,40986238,30,90,64,55,97,94
843,2020-05-04,275.3114655838172,283.6305487317233,269.4743053606951,276.3226318359375,59716305,35,100,62,76,96,91
844,2020-05-05,289.78947428231294,299.48741374689416,286.4296640531141,293.1446838378906,48917047,100,94,62,95,95,98
845,2020-05-06,291.5819840010715,297.8787349305857,287.35348824299217,288.3646545410156,63840067,33,93,60,100,95,100
846,2020-05-07,292.9845282203556,303.27793537383263,290.6831366693953,298.3200988769531,46496909,98,100,100,26,92,77
847,2020-05-11,299.64217525775865,303.481910475244,290.7209113692192,296.3841857910156,56458130,40,88,60,51,89,81
848,2020-05-12,294.92042210735,302.09748613449665,293.22060404638245,295.81756591796875,35352156,38,93,59,13,90,87
849,2020-05-13,293.64556816723035,294.54268314390447,284.86309814453125,284.86309814453125,59171969,32,88,61,52,91,95
850,2020-05-14,282.36056437288823,285.71299432853885,270.17845883102154,279.9524841308594,60945466,38,92,56,13,89,84
851,2020-05-15,285.4297368787794,289.205234137048,274.9002420100498,279.9997253417969,47468935,37,93,59,79,90,82
852,2020-05-18,288.4516421158343,304.7888812320122,279.99970034172463,302.9473876953125,67572886,35,94,59,78,94,89
853,2020-05-19,304.08063207670983,304.8361003802489,292.1346130089785,296.66748046875,59902056,33,93,59,77,91,83
854,2020-05-20,292.8900691826462,301.6668617530744,289.2071109217008,300.8226013183594,61404998,35,91,58,65,91,92
855,2020-05-21,298.69782740894624,304.9305417943046,294.5426940917969,294.5426940917969,64059043,36,90,61,40,93,97
856,2020-05-22,289.91539414928803,295.9290246268404,286.3268763683075,292.7484436035156,73861677,26,94,59,26,88,66
857,2020-05-26,301.4364685861932,302.1447309383043,291.23747342423195,292.70123291015625,69474707,35,96,59,0,89,72
858,2020-05-27,295.86474229972066,306.77199836148964,293.1733687754705,301.6725158691406,75607988,34,100,61,27,92,88
859,2020-05-28,302.2391485453672,304.10424520484463,295.0621129644591,296.4786376953125,66114039,30,96,61,79,92,87
860,2020-05-29,291.7096509760244,292.890088240268,285.99634614479305,288.7349548339844,96047742,29,93,62,27,88,78
861,2020-06-01,296.99800374806887,297.13965045023184,287.979474939388,293.6927795410156,39914640,31,85,99,15,84,60
862,2020-06-02,297.0924571026663,310.974382070102,296.1481072891291,310.3133544921875,73028772,29,83,100,23,84,62
863,2020-06-03,314.18519154185014,325.30017836789455,312.361652299584,320.4178771972656,60652866,32,80,98,22,88,64
864,2020-06-04,321.07890436633727,325.2812721423679,314.65733780671707,317.4903869628906,32301146,100,80,98,7,91,58
865,2020-06-05,322.023237250771,342.70448924583854,322.023237250771,342.0906677246094,60922787,94,88,98,30,92,77
866,2020-06-08,343.7432925575658,355.5892212493415,342.09540693372264,345.3959045410156,51565372,41,100,96,72,95,100
867,2020-06-09,346.3874889628387,349.2961024339923,331.8265824800009,333.4026794433594,49034192,40,88,91,100,92,92
868,2020-06-10,335.3385995170928,337.79391461284825,321.36220602855155,325.2812805175781,49532219,43,88,90,23,92,90
869,2020-06-11,314.7990059256187,318.19867090825846,303.0418395996094,303.0418395996094,43293350,40,80,89,47,93,83
870,2020-06-12,298.1784622786472,312.15482839693755,294.6843563394396,305.0722045898437,37997750,37,85,87,16,92,70
871,2020-06-15,294.3065930974546,338.7854719765579,288.92381682729683,298.4145202636719,62503839,32,90,87,54,92,69
872,2020-06-16,304.22226642809045,313.33523575861,300.9170423005977,303.7500915527344,55470516,36,88,88,38,90,69
873,2020-06-17,304.88331124196804,310.0772346743039,297.56460095094934,299.1227722167969,38005133,29,84,87,23,89,64
874,2020-06-18,296.4313779468262,299.07557451328256,291.7096292416545,297.3285217285156,33988764,39,83,86,39,91,62
875,2020-06-19,299.16996916395726,307.810791851089,298.13120756419016,303.56121826171875,95409968,29,86,85,24,89,64
876,2020-06-22,300.4448686472961,301.1531309632111,293.7872144054019,297.8951416015625,58369094,28,85,86,32,87,61
877,2020-06-23,299.8782314288523,307.90993012384445,297.0933681809138,303.56121826171875,31617628,33,90,85,47,88,65
878,2020-06-24,302.0502511357013,304.9777409097239,290.2458801269531,290.2458801269531,32548193,26,89,84,24,90,71
879,2020-06-25,288.1211065326767,294.11773304343933,284.8158824989472,291.42633056640625,36205019,31,85,87,16,89,73
880,2020-06-26,296.47860128299766,298.5089473840079,287.64892578125,287.64892578125,27630862,29,89,87,16,89,60
881,2020-06-29,286.5156808240056,299.270078617715,285.28803779480893,297.3757019042969,41781542,28,90,90,24,90,67
882,2020-06-30,295.29817155226374,299.12277642397976,287.0823173887604,290.104248046875,46277150,28,91,86,0,88,58
883,2020-07-01,293.173403569027,296.2623680404672,287.3184233485956,292.1346130371094,35617348,86,100,100,71,91,84
884,2020-07-02,292.8428699016417,297.84791216281,290.76528887666547,295.81756591796875,30872604,83,98,92,100,92,88
885,2020-07-03,292.84286256650023,293.88165305296866,287.9322323500679,290.43475341796875,19427131,81,97,97,44,94,65
886,2020-07-06,294.8732230524174,299.8310594688312,294.4038724439393,295.34539794921875,23014804,80,97,97,57,94,83
887,2020-07-07,292.27621238214954,294.92037983560726,289.49036942786137,291.1902160644531,24938513,80,96,92,28,92,82
888,2020-07-08,287.5072769436333,290.48197272702987,285.4769020385107,286.5629272460937,32382867,76,99,90,57,92,87
889,2020-07-09,288.07387148157915,288.5932811208037,273.01151069086364,273.8614196777344,40580181,97,93,90,87,91,85
890,2020-07-10,270.41454343406895,276.977756583606,269.13966557014663,274.61688232421875,44892228,83,98,92,45,94,85
891,2020-07-13,279.7164173109968,281.6995288002983,276.930573922855,280.141357421875,27328681,88,93,90,58,93,93
892,2020-07-14,278.06380075256664,287.55450439453125,277.5443910885364,287.55450439453125,32231686,94,94,90,58,90,81
893,2020-07-15,290.954181266929,295.0621086907581,288.59330674970187,292.9845275878906,37269738,100,99,88,73,91,81
894,2020-07-16,293.4566667500133,297.23406551751145,292.2290236782826,295.06207275390625,29932634,95,97,92,74,90,82
895,2020-07-17,292.7956341524422,295.10930261263235,289.6792914445599,292.0873718261719,27433914,88,96,92,61,93,74
896,2020-07-20,288.2155426794893,289.348745038592,284.5797905364278,286.32684326171875,34167667,92,94,92,44,91,84
897,2020-07-21,287.1767301011253,300.7281531429783,285.4768834645914,298.3672790527344,52275846,76,97,93,60,96,96
898,2020-07-22,296.1008175088781,299.6893634253416,286.9406433105469,286.9406433105469,45087226,92,99,89,44,91,100
899,2020-07-23,287.5073079725012,289.5848602397461,282.7383241936802,283.1160583496094,28467126,78,97,92,15,93,79
900,2020-07-24,282.64388362081667,283.9659963962716,278.7994508014746,281.5106811523437,34922591,72,97,93,31,91,92
901,2020-07-27,279.57471173828856,281.2745584568998,276.8956152078384,278.0165405273437,21778015,81,96,95,30,92,83
902,2020-07-28,280.3302613219492,282.12452028964424,276.97780203196595,277.4027709960937,20751645,86,94,89,44,91,87
903,2020-07-29,275.844543511855,277.87488953217945,273.0587004663244,277.4499206542969,28938258,81,93,90,30,90,87
904,2020-07-30,278.20544733817496,280.04408780544907,265.55116621439817,267.5815124511719,35688279,99,96,88,60,87,80
905,2020-07-31,267.0620680930623,270.5061142457712,259.1767716122875,259.8377990722656,42840421,90,100,94,0,92,79
906,2020-08-03,262.7653170994216,265.40948486328125,256.9103371403889,265.40948486328125,39719426,52,91,96,23,88,72
907,2020-08-04,271.02839455409355,287.4600754287109,271.02839455409355,282.5966796875,92008339,56,100,94,11,92,96
908,2020-08-05,287.08234810102834,297.6165692938726,285.8452521302135,289.5848693847656,82338098,58,96,95,100,88,100
909,2020-08-06,285.19363597123726,287.874634874942,275.51405064439894,278.8192749023437,50541649,56,93,97,68,91,85
910,2020-08-07,277.54435417337186,277.78044158400235,270.1784384894056,271.2644348144531,30761207,69,88,93,46,93,77
911,2020-08-10,274.5697164995449,281.6523403129467,274.5225105351636,278.9609375,29323073,97,93,100,79,94,93
912,2020-08-11,282.50222130003493,292.84286256650023,281.7467530294764,290.43475341796875,36759142,100,91,93,11,92,90
913,2020-08-12,288.21556363120465,295.9120085542564,284.91033940983425,293.97607421875,34756222,82,88,89,22,90,90
914,2020-08-13,290.7644626934541,303.25041741018373,287.4272189195023,288.1811828613281,39143258,86,93,95,57,89,91
915,2020-08-14,286.50683236086485,287.03304793600955,278.37422933601124,280.000732421875,27730524,67,86,92,46,88,89
916,2020-08-17,279.8093948805744,282.8710632094543,276.07794189453125,276.07794189453125,86894066,81,87,95,11,90,93
917,2020-08-18,275.5517286131665,277.70447649295687,270.09808897162617,271.10272216796875,36153963,81,87,90,56,88,89
918,2020-08-19,269.0934766985339,272.681389721181,267.0364124052517,271.4375915527344,34162197,81,83,90,22,89,91
919,2020-08-20,267.22776368343165,269.2982301973311,264.7879943847656,264.7879943847656,26482637,72,82,94,46,93,79
920,2020-08-21,265.3141934462761,266.1743523693207,260.9608707105276,261.5349426269531,26242622,74,85,94,58,89,79
921,2020-08-24,262.9701171888217,269.8110656738281,260.9608800089952,269.8110656738281,30320660,63,84,95,44,90,96
922,2020-08-25,268.8542812927366,274.54711494257424,262.2525272003395,262.8265991210937,33447354,74,83,92,33,88,85
923,2020-08-26,259.86056831445364,264.070380128982,257.5346442940796,259.0473022460937,31337016,67,88,97,67,91,90
924,2020-08-27,259.09513901177206,259.2865060461917,255.1723775927594,255.69859313964844,33083794,74,88,95,34,92,91
925,2020-08-28,257.37295822742084,258.3297350238053,252.7325849252541,252.7804412841797,38264419,62,88,94,12,86,93
926,2020-09-01,252.39770656474812,252.58907360294248,245.41324764831344,248.47494506835935,64089023,100,95,100,61,94,67
927,2020-09-02,250.00577101130904,252.2542023746362,246.1308365755303,246.84841918945312,37615664,75,97,95,30,92,100
928,2020-09-03,247.03977379855397,252.4933838707693,246.37001837986492,248.52276611328125,35094546,80,85,98,10,95,78
929,2020-09-04,246.60921983441105,253.49802446360292,244.5999827176875,246.3700256347656,30201045,76,91,93,42,93,68
930,2020-09-07,246.226514448429,256.9423970514044,245.77300318118608,255.12452697753903,31881612,71,95,95,10,95,61
931,2020-09-08,256.4640198721113,259.3343503875172,244.0680252262022,247.32681274414065,49095414,71,90,94,40,93,65
932,2020-09-09,247.56598473504343,255.7655685124608,246.60920798244425,250.91470336914065,37054851,72,87,92,30,96,68
933,2020-09-10,249.86224310157965,253.68935011197644,245.73374907823336,250.91470336914065,32944614,86,89,95,70,95,65
934,2020-09-11,249.6709117989356,252.49338577380396,247.3918512947782,250.7233428955078,29623720,83,92,87,62,93,69
935,2020-09-14,254.31126054747563,255.50723154177055,244.8870178719845,245.98731994628903,26845269,68,92,95,30,92,64
936,2020-09-15,246.1308316411199,249.04898919983188,243.7388896426639,247.80519104003903,44118404,70,95,92,10,92,73
937,2020-09-16,244.79134520364605,247.805186223418,240.24665549491544,244.83917236328125,43183706,70,92,90,41,93,70
938,2020-09-17,243.02130941532965,244.74351059087996,240.6772091538124,241.2512664794922,33460468,68,93,94,30,93,66
939,2020-09-18,240.86855998383652,241.15559594438332,233.64489220647616,235.12789916992188,99350424,92,94,90,21,94,67
940,2020-09-21,231.6356862145859,231.6356862145859,222.45062241701928,225.84718322753903,56722593,54,91,91,39,93,74
941,2020-09-22,228.62180596293328,236.27602011259756,226.7560941838036,231.53997802734372,48393765,71,92,94,29,93,63
942,2020-09-23,232.6881148912705,235.8875855043148,228.52614456990932,228.8610076904297,32659999,69,88,93,0,96,72
943,2020-09-24,224.8425449192105,229.1958822194122,222.25925051445785,222.35491943359372,47910882,76,95,98,100,97,77
944,2020-09-25,224.69904091915424,227.66504028711333,221.9243793951537,223.21603393554688,52545205,74,100,94,0,93,59
945,2020-09-28,225.08175435724831,227.42585472400816,223.79009976778056,224.3163299560547,48901437,63,92,97,31,91,78
946,2020-09-29,225.22526121072983,225.40227718865165,219.34108951279347,219.3889312744141,38854486,77,95,94,41,89,69
947,2020-09-30,218.3364712577309,222.88116123294355,215.27478829954416,215.4661407470703,53874468,58,94,93,40,87,69
948,2020-10-01,216.853452947406,218.95837355834172,206.663786004921,208.7686920166016,57409507,77,89,98,73,90,83
949,2020-10-02,206.66379862155625,207.04650352004188,201.68856194496257,205.1329498291016,65953841,86,93,90,38,93,78
950,2020-10-05,209.91682042189257,210.68224476840396,205.36639319383605,208.385986328125,54140990,66,91,97,55,93,82
951,2020-10-06,210.10819254162809,214.9399037349228,207.28568928312225,210.8257751464844,49368687,78,92,92,54,89,85
952,2020-10-07,209.1992423017795,210.7473181488985,206.2810847297248,206.5202789306641,46553874,75,91,100,92,91,93
953,2020-10-08,209.3906150415706,214.76960865580148,206.18540682203616,211.30416870117188,44225510,80,100,98,37,93,95
954,2020-10-09,213.40907238725555,216.70994949279128,211.49551874935008,212.5001373291016,50724740,73,99,93,100,91,77
955,2020-10-12,209.6298045554272,211.54335817218416,207.52488389759012,208.3381500244141,39682565,60,92,96,79,91,93
956,2020-10-13,209.39060529787363,209.8938708212824,203.9369659423828,203.9369659423828,46105515,71,94,96,39,93,91
957,2020-10-14,204.7502422104113,206.0418967743382,200.9231348793756,203.4585876464844,46358147,74,93,91,38,87,91
958,2020-10-15,200.6839473841173,200.6839473841173,194.08219285695256,197.52658081054688,64591448,70,96,95,19,88,84
959,2020-10-16,200.5882542633434,202.21478653504545,196.4262838602531,200.34906005859372,60344183,72,94,92,20,90,100
960,2020-10-19,199.29660061752557,201.84545528965697,195.5651625203783,198.77037048339844,31972123,80,91,95,58,88,94
961,2020-10-20,196.5697836141693,199.03732047028384,194.36919413297372,197.0481719970703,31957199,81,93,91,58,90,87
962,2020-10-21,198.10063681659813,198.2441474950536,191.3170928955078,191.3170928955078,50672710,76,90,94,77,86,84
963,2020-10-22,190.41770556859075,193.2210543309153,186.3418274264137,192.69482421875,54999536,100,89,94,98,89,82
964,2020-10-23,194.65623466892467,199.91850700482175,194.2256880340205,196.6176300048828,51659189,87,91,95,81,97,90
965,2020-10-26,192.74270076209447,199.918527406992,191.35537719726565,191.3553771972656,61497077,69,92,96,19,89,77
966,2020-10-27,197.19170342632052,198.00495494308285,187.2794952392578,187.2794952392578,68783249,83,96,92,58,91,88
967,2020-10-28,185.80604829742865,186.28443668882227,180.37156317883964,185.0789031982422,97992511,81,99,88,96,88,82
968,2020-10-29,183.28016823191464,187.0116066490919,180.71601332098524,185.0980529785156,82395753,80,95,91,58,88,85
969,2020-10-30,183.892483826502,189.3480207474284,183.356691195796,188.1023101806641,66721012,79,96,91,60,90,81
970,2020-11-02,187.52825326199377,196.3305969238281,183.7662003346592,196.33059692382807,95424176,72,95,96,25,95,84
971,2020-11-03,202.26261338253485,202.9801959956696,198.91389452123957,200.8752899169922,56171527,94,88,89,12,86,78
972,2020-11-04,196.04354608476964,200.82742973348783,193.6037771033268,199.7271423339844,49848049,78,74,77,21,75,75
973,2020-11-05,202.3275846138473,202.7176077412496,195.55083234584032,195.64833068847656,43075068,77,79,88,22,81,76
974,2020-11-06,195.01453081666887,198.3297718891811,193.5450926371152,194.8780212402344,111763926,80,82,86,35,84,74
975,2020-11-09,197.2084600945335,231.5310172935205,195.2095580177659,224.2179718017578,225938484,82,96,96,24,93,94
976,2020-11-10,224.9492645929604,243.37814719599237,222.48428097374105,235.6750640869141,128133220,96,91,95,49,91,89
977,2020-11-11,238.89281336470265,244.52190322561648,235.52881549913036,236.99142456054688,95377384,87,84,91,49,92,83
978,2020-11-12,231.43350420966843,234.3977185803929,227.4357003107133,231.87228393554688,60646230,78,87,95,50,95,87
979,2020-11-13,226.70440646014248,233.23739068137263,225.87558870020695,230.9947204589844,48379643,81,92,90,65,94,66
980,2020-11-16,233.8711946496809,247.66846749789696,231.5310112265805,244.49948120117188,89582193,69,89,97,73,89,78
